period_number,context_size,cache_hit_rate,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
1,8000,50,1766198353.9593189,1766198365.0337157,11.072675228118896,2,10,10,80000,2283,7224.992908384161,206.183235123013,0.15715599060058594,0.15545392036437988,0.18998583555221557,0.19246436834335326,2.176068568229675,2.175787329673767,2.189877212047577,2.190871560573578,0.007917304225996428,0.007928945036495433,0.008076221709157906,0.008077621254266478,126.80734705671102,0.18998583555221557,RAMP_UP,22
2,8000,50,1766198365.0337403,1766198375.9523182,10.916849136352539,22,44,44,352000,10033,32243.73586219657,919.0380735949379,0.8140442967414856,0.8168994188308716,1.284458088874817,1.338292763233185,5.035149726000699,5.035332560539246,5.290339422225952,5.330255615711212,0.01655335462454594,0.01653143424613803,0.019626054296306535,0.020133615708818622,61.48449988844928,1.284458088874817,RAMP_UP,42
3,8000,50,1766198375.9523377,1766198384.4610674,8.507011651992798,42,42,42,336000,10083,39496.8308197028,1185.25757486626,1.3770371902556646,1.3702507019042969,2.3991833209991453,2.4442677998542788,7.546528844606309,7.55981969833374,8.029204118251801,8.047090928554535,0.024194084919022134,0.024272819593840957,0.029734594541437485,0.030806046607447603,42.5793700404326,2.3991833209991453,RAMP_UP,52
