period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
31,64000,96,3328000,1773210256.6873846,1773210287.6901832,31.00158381462097,7,141,134,8576000,134,276631.02799139527,4.3223598123655504,1.4310210373864245,1.293648362159729,2.0901716709136955,2.27638103723526,1.4310212028560354,1.293648600578308,2.090171825885772,2.276381275653839,0,0,0,0,1272.2581822113643,1.4310210373864245,RAMP_UP,11
32,64000,96,3328000,1773210287.6901941,1773210319.3767078,31.685275077819824,11,130,119,7616000,119,240364.01708032878,3.755687766880137,2.517739109632348,2.5462615489959717,3.6318211555480957,4.455158505439758,2.517739275924298,2.5462615489959717,3.6318211793899535,4.4551587438583375,0,0,0,0,1209.874944047496,2.517739109632348,RAMP_DOWN,9
33,64000,96,3520000,1773210319.3767216,1773210351.0415928,31.663634300231934,9,123,115,7360000,115,232443.31115667569,3.6319267368230572,2.139411930415941,1.932919979095459,3.467883038520813,4.113448152542114,2.1394121170043947,1.932920217514038,3.4678832054138184,4.113448185920715,0,0,0,0,1326.0776202186084,2.139411930415941,RAMP_DOWN,7
34,64000,96,3520000,1773210351.0416055,1773210382.0039008,30.960803270339966,7,135,128,8192000,128,264592.6182363565,4.13425965994307,1.4820897057652473,1.342658519744873,2.1611152291297904,2.8305412602424624,1.4820898715406656,1.3426586389541626,2.1611152291297904,2.8305414986610415,0,0,0,0,1288.1125962104593,1.4820897057652473,RAMP_UP,11
35,64000,96,3520000,1773210382.0039146,1773210413.8195577,31.814127206802368,11,130,119,7616000,119,239390.50568615246,3.7404766513461323,2.548174822029947,2.4986231327056885,4.209311699867246,4.9164452791213975,2.548174988321897,2.4986231327056885,4.209311723709104,4.916445474624632,0,0,0,0,1355.1263603630905,2.548174822029947,RAMP_DOWN,9
36,64000,96,3712000,1773210413.8195732,1773210446.1222155,32.300896644592285,9,133,124,7936000,124,245689.7741050362,3.8389027203911903,1.9766088916409401,1.9075615406036377,2.8673808097839357,3.0539210176467892,1.9766090877594487,1.9075615406036377,2.867381012439728,3.0539212560653684,0,0,0,0,1176.959297270109,1.9766088916409401,RAMP_UP,11
37,64000,96,3712000,1773210446.1222346,1773210477.9715033,31.84764313697815,11,144,135,8640000,135,271291.6608252287,4.238932200394199,2.2623642515253137,2.40169620513916,2.871038889884949,3.441326103210449,2.2623644475583675,2.4016966819763184,2.871039128303528,3.441326184272766,0,0,0,0,1204.8731134770594,2.2623642515253137,RAMP_DOWN,9
38,64000,96,3904000,1773210477.971518,1773210509.4035003,31.430485248565674,9,130,122,7808000,122,248421.23620590035,3.881581815717193,2.055004842945787,1.8852784633636475,3.1786740899085992,4.167914156913757,2.055005028599598,1.885278582572937,3.178674316406249,4.167914395332336,0,0,0,0,1304.6188961794485,2.055004842945787,RAMP_DOWN,7
39,64000,96,3904000,1773210509.4035149,1773210540.8077416,31.40283489227295,7,130,123,7872000,123,250678.00493187326,3.9168438270605197,1.5845611909540689,1.3278756141662598,2.7483735561370835,3.0881679010391236,1.584561371221775,1.3278758525848389,2.7483737707138047,3.0881681394577027,0,0,0,0,1340.3975266332588,1.5845611909540689,RAMP_UP,11
40,64000,96,3904000,1773210540.8077557,1773210572.4697528,31.66064977645874,11,143,134,8576000,134,270872.5203225829,4.232383130040358,2.2719230580685745,2.401800751686096,2.8644488930702208,3.4030232048034668,2.271923219979699,2.4018008708953857,2.8644490480422973,3.4030233645439147,0,0,0,0,1231.2277253468467,2.2719230580685745,RAMP_DOWN,9
