period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
1,64000,96,640000,1773202392.4606073,1773202422.7913697,30.32915735244751,1,68,67,4288000,67,141382.1013940556,2.2090953342821185,0.4061188804569529,0.40180063247680664,0.45028653144836417,0.47712804317474367,0.406119090407642,0.40180087089538574,0.45028676986694327,0.47712828159332277,0,0,0,0,2714.9692142319595,0.4061188804569529,RAMP_UP,21
2,64000,96,640000,1773202422.7914023,1773202457.5434632,34.750638008117676,21,157,136,8704000,136,250470.2215241851,3.913597211315392,4.175445526838303,4.246426105499268,6.323943257331848,6.481746017932892,4.17544572668917,4.246426224708557,6.323943495750427,6.481746256351471,0,0,0,0,1269.5020421209624,4.175445526838303,RAMP_UP,31
3,64000,96,896000,1773202457.5434847,1773202494.2345912,36.68969964981079,31,159,128,8192000,128,223277.92481785134,3.488717575278927,5.911554640159011,6.215185284614563,7.118466436862946,7.372694349288941,5.911554837599397,6.2151854038238525,7.118466830253601,7.37269458770752,0,0,0,0,967.3480655499218,5.911554640159011,RAMP_UP,37
4,64000,96,896000,1773202494.2346044,1773202531.3142655,37.07823038101196,37,166,129,8256000,129,222664.34819467433,3.479130440541786,7.058070086693579,7.916615962982178,9.670008039474487,9.872071180343628,7.058070280755213,7.916616201400757,9.670008039474487,9.872071418762207,0,0,0,0,907.8290136726334,7.058070086693579,RAMP_UP,41
5,64000,96,896000,1773202531.3142786,1773202569.4394631,38.12385177612305,41,171,130,8320000,130,218236.0808886266,3.4099387638847904,7.714844556955191,8.93481171131134,10.29399573802948,10.634518737792968,7.714844738520108,8.93481194972992,10.293995976448059,10.63451890707016,0,0,0,0,1025.4905875985135,7.714844556955191,RAMP_UP,45
6,64000,96,1152000,1773202569.4394753,1773202610.8450837,41.404191732406616,45,174,130,8320000,130,200945.83789418658,3.1397787170966653,8.27805339556474,9.004307866096497,10.686363112926482,11.225947444438933,8.278053575295669,9.004307985305786,10.686363244056702,11.225947444438933,0,0,0,0,892.1763599137079,8.27805339556474,RAMP_UP,49
7,64000,96,1152000,1773202610.8450973,1773202651.0891697,40.2425434589386,49,179,130,8320000,130,206746.3754742365,3.2304121167849456,8.45808525268848,10.01737904548645,12.337921631336211,12.655037043094636,8.458085445257334,10.01737916469574,12.337921738624571,12.655037281513215,0,0,0,0,1093.3140068761616,8.45808525268848,RAMP_UP,53
8,64000,96,1408000,1773202651.0891857,1773202693.4280145,42.33711338043213,53,185,134,8576000,134,202564.5896766254,3.1650717136972712,9.191125962271618,10.8638356924057,13.213999330997467,13.288995373249055,9.191126175780795,10.86383593082428,13.213999569416046,13.288995611667634,0,0,0,0,1146.217060600221,9.191125962271618,RAMP_UP,55
9,64000,96,1408000,1773202693.4280334,1773202735.461495,42.032127141952515,55,181,126,8064000,126,191853.2453227016,2.997706958167212,9.2271775366768,10.739445924758911,12.023631572723389,12.486519813537598,9.227177763742114,10.73944616317749,12.023631811141968,12.486520051956177,0,0,0,0,1024.2454444567861,9.2271775366768,RAMP_UP,57
10,64000,96,1664000,1773202735.4615097,1773202776.8990073,41.43571162223816,57,182,126,8064000,126,194614.73410950488,3.0408552204610135,9.924025874289255,11.818959951400757,14.616310715675354,15.066727697849274,9.924026095677936,11.818960309028625,14.616310954093933,15.066727757453918,0,0,0,0,1034.849986027373,9.924025874289255,RAMP_UP,59
11,64000,96,1664000,1773202776.8990233,1773202821.2581484,44.357290744781494,59,184,125,8000000,125,180353.6660079082,2.818026031373566,10.3013773727417,11.880006551742554,14.817339038848877,14.867545490264893,10.301377574920654,11.880006790161133,14.817339277267456,14.867545728683472,0,0,0,0,1058.4411842102775,10.3013773727417,RAMP_DOWN,57
12,64000,96,1920000,1773202821.2581656,1773202862.4293811,41.16965365409851,57,184,129,8256000,129,200536.05671220168,3.1333758861281513,9.529380044271779,11.852447032928467,13.797947692871094,14.16659134864807,9.529380232788796,11.852447271347046,13.79794783592224,14.166591520309447,0,0,0,0,903.5707011063296,9.529380044271779,RAMP_UP,59
13,64000,96,1920000,1773202862.4293997,1773202905.5511744,43.12025189399719,59,186,128,8192000,128,189980.33731663835,2.9684427705724743,10.236760007217526,12.668068170547485,15.144737684726715,15.21719882965088,10.236760195344687,12.668068408966064,15.144737923145295,15.217199068069458,0,0,0,0,1069.2817752082851,10.236760007217526,RAMP_DOWN,57
14,64000,96,2176000,1773202905.5511959,1773202948.6183102,43.06568932533264,57,188,131,8384000,131,194679.34059210002,3.041864696751563,9.433619482826641,11.613429307937622,12.738200068473816,13.193210077285764,9.433619681205458,11.613429546356201,12.738200187683105,13.193210148811337,0,0,0,0,1165.718663444913,9.433619482826641,RAMP_UP,59
15,64000,96,2176000,1773202948.6183255,1773202990.3627057,41.742961406707764,59,181,122,7808000,122,187049.4985711607,2.922648415174386,10.132973551750183,10.98939847946167,15.570556557178497,15.784013934135437,10.132973756946502,10.98939859867096,15.570556569099427,15.78401398420334,0,0,0,0,1128.9724093036398,10.132973551750183,RAMP_DOWN,57
16,64000,96,2432000,1773202990.3627226,1773203034.1991308,43.835047245025635,57,180,123,7872000,123,179582.33182680802,2.805973934793875,10.021726631536716,12.0349600315094,14.16139895915985,14.680586218833923,10.021726842818222,12.034960269927979,14.16139919757843,14.680586404800415,0,0,0,0,1133.234639062661,10.021726631536716,RAMP_DOWN,55
