period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
1,1773276175.7555678,1773276205.7555678,2,13,10,12,12,12,0,2,2,0,0.4,20244.1,98.36666666666666,2.0914557774861655,2.0154672861099243,4.743363797664642,4.831358993053437,0.7927652394009702,8563,0,0,108.53231883049011,75.88170692655775,125760,30.28480741712782,0,0,0,0.3698653131723404,3.6351380348205566,0,2
2,1773276205.7555678,1773276235.7555678,3,12,10,23,21,21,2,3,3,0,0.7666666666666667,31895.7,196.6,1.2109732173738026,0.4144163131713867,4.483612537384033,4.4942902565002445,0.8918267621661423,13762,0,0,100.40004515647888,77.6888788541158,103424,59.63422608753991,0,0,0,0.03327502806981405,0.09676218032836914,0,3
3,1773276235.7555678,1773276265.7555678,5,12,11,20,17,17,3,5,5,0,0.6666666666666666,29190.533333333333,152.66666666666666,0.857845895430621,0.5930967330932617,2.640282011032103,4.028994626998901,0.838306274681878,16889,2,0,92.73723769187927,81.81622790355308,141504,71.4051368189793,0,0,0,0.03407053513960405,0.10053849220275879,1,4
4,1773276265.7555678,1773276295.7555678,3,15,10,26,21,21,5,3,3,0,0.8666666666666667,45549.1,184.83333333333334,1.1752068346196956,0.9491367340087891,3.497225785255431,3.7651103305816647,0.6462043111527648,17780,1,0,111.24436807632446,79.39919109697695,483200,60.82643884601014,0,0,0,0.034028857946395874,0.09859657287597656,0,3
5,1773276295.7555678,1773276325.7555678,3,18,10,24,21,21,3,3,3,0,0.8,38989.0,144.5,1.8030639375959123,1.356595754623413,3.580214262008667,3.594784688949585,0.6050369559266356,20329,3,0,96.59543323516846,84.66739154997326,461696,39.89786874680292,0,0,0,0.04263198375701904,0.1726207733154297,0,3
6,1773276325.7555678,1773276355.7555678,5,18,12,23,21,21,2,5,4,1,0.7666666666666667,46231.9,157.9,1.673424141747611,1.0307519435882568,3.9923839569091797,4.504286193847657,0.8505678146062229,23959,2,0,136.36711359024048,80.23665020431298,207168,44.219195275079635,0,0,0,0.04176591873168945,0.0918436050415039,1,4
7,1773276355.7555678,1773276385.7555678,1,25,13,26,21,21,5,1,1,0,0.8666666666666667,38712.833333333336,288.1666666666667,0.8085462396795099,0.5321992635726929,1.7182269215583799,2.47008475780487,0.8477062196735774,26284,3,0,82.10342240333557,89.47392020470056,176768,73.04845867734967,0,0,0,0.04698424989526922,0.09719109535217285,0,1
8,1773276385.7555678,1773276415.7555678,2,24,9,19,18,18,1,2,2,0,0.6333333333333333,28164.866666666665,151.76666666666668,0.7949178483751085,0.561368465423584,2.0614459633827202,2.381344940662383,0.7970289525541913,28522,0,0,65.87086606025696,91.55501717176193,171392,73.50273838749638,0,0,0,0.029378247261047364,0.0832509994506836,0,2
9,1773276415.7555678,1773276445.7555678,3,25,12,23,22,22,1,3,2,1,0.7666666666666667,42120.4,159.06666666666666,1.292942838235335,0.5019353628158569,3.721278321743011,3.968903121948242,0.8483251406273754,32069,2,0,101.99444484710693,87.85780418486823,191552,56.901905392155506,0,0,0,0.0546781321366628,0.23842763900756836,0,3
10,1773276445.7555678,1773276475.7555678,4,27,14,26,25,24,2,4,3,1,0.8666666666666667,40825.23333333333,171.16666666666666,1.6439859390258789,1.1449847221374512,4.071053552627563,4.863102273941038,0.7644321271700482,39042,3,0,138.98789072036743,85.05506551393898,288320,45.20046869913737,0,0,0,0.04669236314707789,0.12695550918579102,1,3
