period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
1,1773219176.3702698,1773219206.3702698,17,3,4,4,4,4,0,17,17,0,0.13333333333333333,3572.9666666666667,16.066666666666666,10.506360709667206,9.540981411933899,19.94451628923416,20.54466783761978,0.0,1673,0,0,112.55318641662598,81.241135597229,428288,0.0,0,0,0,0.45432813962300617,0.9544751644134521,0,17
2,1773219206.3702698,1773219236.3702698,0,6,0,17,0,0,17,0,0,0,0.5666666666666667,0.0,97.83333333333333,0.0,0.0,0.0,0.0,0.0,14879,0,0,0.0,100.0,0,0.0,14,65,0,0.0,0.0,0,0
3,1773219236.3702698,1773219266.3702698,7,13,17,24,24,24,0,7,7,0,0.8,28443.233333333334,204.0,0.874663899342219,0.8743655681610107,1.5092370152473449,1.6300080013275147,0.9342391712333908,15742,0,0,105.61302208900452,82.39782965183258,224256,91.25336100657782,0,0,0,7.895713275478732,36.82761597633362,2,5
4,1773219266.3702698,1773219296.3702698,2,22,15,33,26,26,7,2,2,0,1.1,42019.4,281.0,0.9913429617881775,0.3861294984817505,3.150866067409514,3.7781055808067325,0.8086987449824704,19836,4,0,131.5947597026825,81.7229500412941,963840,90.08657038211823,0,0,0,0.05446900640215192,0.20093059539794922,0,2
5,1773219296.3702698,1773219326.3702698,3,26,19,35,33,33,2,3,3,0,1.1666666666666667,35101.1,306.96666666666664,0.9404411604910186,0.40750813484191895,3.063744640350341,4.2968795967102045,0.5544741164304398,25330,5,0,199.04371666908264,77.12141187711694,1874944,90.5955883950898,0,0,0,0.05290700991948446,0.25454163551330566,0,3
6,1773219326.3702698,1773219356.3702698,7,25,18,31,29,29,2,7,6,1,1.0333333333333334,35307.76666666667,256.8,0.5638928002324598,0.38225650787353516,1.3065887928009032,1.6654509258270258,0.7856926891213643,27927,3,0,110.88942384719849,88.44901834925017,907264,94.36107199767541,0,0,0,0.05087328638349261,0.15272307395935059,4,3
7,1773219356.3702698,1773219386.3702698,8,29,19,37,30,30,7,8,8,0,1.2333333333333334,40612.46666666667,331.26666666666665,0.812112948473762,0.6789592504501343,2.2831599473953244,2.5377386260032657,0.7491193943536092,31797,5,0,165.35833644866943,85.10285257219195,1221632,91.87887051526238,0,0,0,0.054299191424721165,0.25177741050720215,0,8
8,1773219386.3702698,1773219416.3702698,12,31,29,51,44,44,7,12,11,1,1.7,45238.76666666667,434.6666666666667,1.131322530182925,0.3897113800048828,3.9720195412635806,4.549604823589325,0.7566202501770121,35779,6,0,315.70928144454956,75.5264122911202,1319936,88.68677469817075,0,0,0,0.06345486640930176,0.3055233955383301,4,8
9,1773219416.3702698,1773219446.3702698,9,39,31,59,47,47,12,9,9,0,1.9666666666666666,50092.166666666664,508.1333333333333,0.6276427998262293,0.5027370452880859,1.6798615455627441,2.082883834838867,0.7740120219976979,38999,5,0,315.29724884033203,78.10435771942139,1357056,93.7235720017377,0,0,0,0.05663210579327175,0.3542287349700928,1,8
10,1773219446.3702698,1773219476.3702698,14,36,31,49,42,42,7,14,12,2,1.6333333333333333,44842.6,397.8333333333333,1.4310488133203416,1.0054194927215576,4.184595918655395,4.278649666309356,0.7437154827651876,41397,2,0,323.6943368911743,78.42037754058838,1378048,85.68951186679658,0,0,0,0.0490496808832342,0.10167407989501953,3,11
