period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
42,64000,96,4096000,1773210568.7664456,1773210600.2788768,31.511053562164307,1,31,30,1920000,30,60930.999854139016,0.952046872720922,0.9490896940231324,0.39454054832458496,1.7112964034080504,1.716265206336975,0.9490899324417115,0.39454078674316406,1.711296510696411,1.7162653756141664,0,0,0,0,2758.1489922741753,0.9490896940231324,RAMP_UP,11
43,64000,96,4096000,1773210600.2788913,1773210640.8800654,40.59971237182617,11,48,37,2368000,37,58325.53635634261,0.9113365055678532,7.8030827174315585,8.005849361419678,11.320457267761224,12.470514030456544,7.803082878525193,8.005849361419678,11.320457458496088,12.470514183044434,0,0,0,0,1920.2058876065362,7.8030827174315585,RAMP_DOWN,7
44,64000,96,4288000,1773210640.8800836,1773210677.154881,36.27342176437378,7,44,37,2368000,37,65281.95810646542,1.0200305954135223,5.251007092965616,5.185298442840576,7.388640737533568,7.678938627243042,5.251007312052959,5.185298442840576,7.388640975952147,7.678938865661621,0,0,0,0,2074.210284990324,5.251007092965616,RAMP_DOWN,3
45,64000,96,4288000,1773210677.1548982,1773210709.8566277,32.700315713882446,3,31,28,1792000,28,54800.69414862659,0.8562608460722905,2.957162550517491,3.1210631132125854,4.472901511192322,4.603451228141784,2.9571627463613237,3.1210633516311646,4.4729016661643985,4.6034512925148015,0,0,0,0,2378.362419210901,2.957162550517491,RAMP_DOWN,1
46,64000,96,4480000,1773210709.8566453,1773210741.315491,31.457541942596436,1,26,25,1600000,25,50862.206682253556,0.7947219794102118,1.146435203552246,1.6855449676513672,1.7172834873199463,1.71999116897583,1.1464354419708251,1.6855452060699463,1.7172837257385254,1.7199915885925292,0,0,0,0,2749.1001048483695,1.146435203552246,RAMP_UP,7
47,64000,96,4480000,1773210741.3155067,1773210773.2744977,31.957563877105713,7,32,25,1600000,25,50066.394489669925,0.7822874139010926,6.904674997329712,7.576710939407349,10.460377550125122,10.516098566055298,6.9046752071380615,7.576711177825928,10.4603777885437,10.516098804473877,0,0,0,0,2386.314621747949,6.904674997329712,RAMP_DOWN,3
48,64000,96,4480000,1773210773.274515,1773210805.1040304,31.828046560287476,3,30,27,1728000,27,54291.73910270893,0.848308423479827,3.072252962324354,3.104336977005005,4.56445951461792,4.714460048675537,3.072253138930709,3.104337215423584,4.564459753036499,4.714460287094116,0,0,0,0,2501.049343160022,3.072252962324354,RAMP_DOWN,1
49,64000,96,4672000,1773210805.104048,1773210835.6176004,30.512207508087158,1,22,21,1344000,21,44047.943749850856,0.6882491210914196,1.3280010450453985,1.674546718597412,1.7330615520477295,1.7548533916473388,1.3280012834639776,1.6745469570159912,1.7330617904663086,1.7548534393310546,0,0,0,0,2698.682195537777,1.3280010450453985,PLATEAU_RAMP_DOWN,1
50,64000,96,4672000,1773210835.6176155,1773210867.315126,31.69577932357788,1,22,21,1344000,21,42403.12207752608,0.6625487824613451,1.3840686934334892,1.6902291774749756,1.7102079391479492,1.7272842407226563,1.3840688864390056,1.6902294158935547,1.7102081775665283,1.7272844791412354,0,0,0,0,2794.857575224629,1.3840686934334892,PLATEAU_RAMP_DOWN,1
51,64000,96,4672000,1773210867.3151484,1773210897.6345036,30.318052530288696,1,25,24,1536000,24,50662.88471086615,0.7916075736072836,1.2033386429150899,1.6808855533599854,1.7100088715553283,1.711908073425293,1.2033388316631317,1.6808857917785645,1.7100090742111207,1.711908311843872,0,0,0,0,2754.5905222415954,1.2033386429150899,RAMP_UP,7
52,64000,96,4864000,1773210897.6345196,1773210935.511165,37.87497639656067,7,36,29,1856000,29,49003.330868571546,0.7656770448214304,5.951851894115579,6.422334432601929,8.990432167053223,9.043542041778565,5.951852116091498,6.422334671020508,8.990432500839233,9.043542280197144,0,0,0,0,2305.1592018213655,5.951851894115579,RAMP_DOWN,3
53,64000,96,4864000,1773210935.5111861,1773210968.3013842,32.78872632980347,3,35,32,2048000,32,62460.49265227057,0.9759451976917276,2.5877415612339973,3.067904829978943,4.36079318523407,4.56415429353714,2.5877417847514153,3.0679051876068115,4.36079329252243,4.564154531955719,0,0,0,0,2519.185296470678,2.5877415612339973,RAMP_DOWN,1
54,64000,96,5056000,1773210968.3014026,1773210999.2873204,30.984551668167114,1,26,25,1600000,25,51638.63647715151,0.8068536949554923,1.1270263004302978,1.674677848815918,1.7450661182403564,1.787141237258911,1.1270264720916747,1.674677848815918,1.7450663566589355,1.7871414756774902,0,0,0,0,2681.3100479254545,1.1270263004302978,RAMP_UP,7
55,64000,96,5056000,1773210999.287337,1773211032.5226493,33.23398041725159,7,32,25,1600000,25,48143.49590124475,0.7522421234569492,7.10888035774231,7.7448813915252686,9.222414064407348,10.082066507339475,7.1088805103302,7.744881629943848,9.222414112091064,10.082066688537596,0,0,0,0,2409.9910829317964,7.10888035774231,RAMP_DOWN,3
56,64000,96,5056000,1773211032.5226655,1773211064.1438649,31.619721174240112,3,37,34,2176000,34,68817.81113783948,1.075278299028742,2.3222089094274185,2.026450514793396,4.146629393100737,4.630332982540131,2.3222091758952423,2.026450753211975,4.146629548072814,4.630332982540131,0,0,0,0,2113.0699070545793,2.3222089094274185,RAMP_DOWN,1
