period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
1,64000,96,640000,1773202373.7159345,1773202404.1256611,30.407959699630737,1,42,41,2624000,41,86293.1951344261,1.3483311739754078,0.6877116982529803,0.3709378242492676,1.704965591430664,1.723194408416748,0.6877119192262975,0.3709383010864258,1.7049658298492432,1.723194408416748,0,0,0,0,2717.2439343712667,0.6877116982529803,RAMP_UP,21
2,64000,96,640000,1773202404.1256964,1773202436.879117,32.75187420845032,21,221,200,12800000,200,390817.3290644072,6.1065207666313635,2.8548791146278383,3.0263031721115112,3.354871070384979,3.4157568931579587,2.854879286289215,3.02630352973938,3.354871308803558,3.415757131576538,0,0,0,0,938.1653626526387,2.8548791146278383,RAMP_UP,41
3,64000,96,896000,1773202436.8791373,1773202476.5287006,39.64683556556702,41,239,198,12672000,198,319621.9778762252,4.994093404316019,5.2852906181354715,5.8034186363220215,6.35197389125824,6.711838138103485,5.285290787918399,5.803418755531311,6.3519740939140314,6.711838369369507,0,0,0,0,942.20260925927,5.2852906181354715,RAMP_UP,47
4,64000,96,896000,1773202476.5287316,1773202512.764389,36.234158992767334,47,226,179,11456000,179,316165.748521629,4.940089820650454,6.5034140701400505,7.065887928009033,7.891860151290893,8.040264558792114,6.503414248620998,7.065887928009033,7.891860580444336,8.040264744758606,0,0,0,0,902.2182048029355,6.5034140701400505,RAMP_UP,53
5,64000,96,896000,1773202512.7644057,1773202549.832672,37.066741943359375,53,250,197,12608000,197,340143.1941136322,5.314737408025503,6.509849036405535,7.657824754714966,8.123746871948242,8.16270107269287,6.50984921552203,7.657824993133545,8.123747062683105,8.162701082229614,0,0,0,0,921.0859631280111,6.509849036405535,RAMP_UP,59
6,64000,96,1152000,1773202549.8326888,1773202587.8506746,38.016387701034546,59,218,160,10240000,160,269357.52235400677,4.208711286781355,8.822223827242851,8.735406517982483,12.289509391784664,12.90306082725525,8.82222401201725,8.735406994819641,12.289509618282315,12.903061065673828,0,0,0,0,933.2667551785311,8.822223827242851,RAMP_UP,61
7,64000,96,1152000,1773202587.850692,1773202626.695624,38.843390464782715,61,255,194,12416000,194,319642.5402477918,4.994414691371746,7.234144768764064,8.688846111297607,9.166783678531647,9.255450162887573,7.2341449297580525,8.688846349716187,9.166783761978149,9.255450229644776,0,0,0,0,938.6338838529027,7.234144768764064,RAMP_UP,65
8,64000,96,1408000,1773202626.695644,1773202666.126112,39.428290128707886,65,225,160,10240000,160,259711.99782118417,4.057999965956003,8.509794661402703,8.931049823760986,13.74916228055954,13.943467986583709,8.509794892370701,8.931049942970276,13.74916251897812,13.94346812725067,0,0,0,0,968.903774827375,8.509794661402703,PLATEAU_RAMP_DOWN,59
9,64000,96,1408000,1773202666.126139,1773202704.421404,38.2937536239624,59,251,192,12288000,192,320887.8429799777,5.013872546562152,7.2745666690170765,8.611528515815735,9.056830358505248,9.121521377563477,7.274566898743312,8.611528873443604,9.056830596923827,9.121521594524383,0,0,0,0,886.0859684381968,7.2745666690170765,RAMP_UP,63
10,64000,96,1664000,1773202704.4214215,1773202747.477119,43.05392122268677,63,232,169,10816000,169,251219.8585596109,3.9253102899939205,7.497885265293911,9.124579906463623,10.92193284034729,12.916313199996948,7.497885441639014,9.124580144882202,10.92193307876587,12.916313352584838,0,0,0,0,1005.5794324594713,7.497885265293911,PLATEAU_RAMP_DOWN,59
