context_size,cache_hit_rate,model,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_output_tokens,avg_itl,median_itl,p95_itl,p99_itl,peak_concurrency,total_requests,test_duration
64000,95,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,196003.8506197457,3.062560165933527,4.608079031401055,4.942334055900574,5.5074306368827814,5.6882458329200745,4.608079031401055,4.942334055900574,5.5074306368827814,5.6882458329200745,1153.0237299515184,0.0,0.0,0.0,0.0,22,933,304.77282214164734
64000,95,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,194990.28389527893,3.046723185863733,4.630548115389988,4.955606447325812,5.532492036289638,5.63875239584181,4.630548115389988,4.955606447325812,5.532492036289638,5.63875239584181,1147.9297070386483,0.0,0.0,0.0,0.0,22,929,304.94552755355835
64000,97,Qwen/Qwen3-Coder-30B-A3B-Instruct-FP8,258364.25362122167,4.036941462831589,4.399796950672253,4.7679368654886884,5.2287092208862305,5.4114781774414915,4.399796950672253,4.7679368654886884,5.2287092208862305,5.4114781774414915,644.6515122351741,0.0,0.0,0.0,0.0,28,1231,304.90735387802124
