request_id,phase_id,cache_hit_rate,context_size,cached_tokens,unique_tokens,output_tokens,ttft,ttlt,generation_time,total_time,launch_time,finish_time,concurrency_level,itl,prefill_complete_time,token_timestamps,tokens_per_chunk
P1_c2_r0,SUSTAINED_P1,95,64000,60672,3328,1,0.6270856857299805,0.6270856857299805,0.0007081031799316406,0.627800703048706,1766195169.838526,1766195170.4663267,2,0.0,1766195170.4656117,[1766195170.4656138],[1]
P1_c2_r1,SUSTAINED_P1,95,64000,60672,3328,1,0.8543474674224854,0.8543474674224854,0.0007338523864746094,0.8550894260406494,1766195169.9021149,1766195170.7572043,2,0.0,1766195170.7564623,[1766195170.7564654],[1]
P1_c2_r2,SUSTAINED_P1,95,64000,60672,3328,1,0.5325286388397217,0.5325286388397217,0.0006649494171142578,0.5331990718841553,1766195170.5185266,1766195171.0517256,2,0.0,1766195171.0510552,[1766195171.0510569],[1]
P1_c2_r3,SUSTAINED_P1,95,64000,60672,3328,1,0.5350649356842041,0.5350649356842041,0.0009377002716064453,0.5360078811645508,1766195170.8092096,1766195171.3452175,2,0.0,1766195171.3442745,[1766195171.3442757],[1]
P1_c2_r4,SUSTAINED_P1,95,64000,60672,3328,1,0.5364673137664795,0.5364673137664795,0.0006477832794189453,0.5371208190917969,1766195171.1033866,1766195171.6405075,2,0.0,1766195171.639854,[1766195171.6398556],[1]
P1_c2_r5,SUSTAINED_P1,95,64000,60672,3328,1,0.5316042900085449,0.5316042900085449,0.0006601810455322266,0.5322694778442383,1766195171.3978965,1766195171.930166,2,0.0,1766195171.9295008,[1766195171.9295022],[1]
P1_c2_r6,SUSTAINED_P1,95,64000,60672,3328,1,0.5317463874816895,0.5317463874816895,0.0007574558258056641,0.5325088500976562,1766195171.6915262,1766195172.224035,2,0.0,1766195172.2232726,[1766195172.223274],[1]
P1_c2_r7,SUSTAINED_P1,95,64000,60672,3328,1,0.535771369934082,0.535771369934082,0.0006456375122070312,0.5364222526550293,1766195171.9820352,1766195172.5184574,2,0.0,1766195172.5178065,[1766195172.517808],[1]
P1_c2_r8,SUSTAINED_P1,95,64000,60672,3328,1,0.535468339920044,0.535468339920044,0.0006673336029052734,0.5361409187316895,1766195172.2761283,1766195172.8122692,2,0.0,1766195172.8115966,[1766195172.8115983],[1]
P1_c2_r9,SUSTAINED_P1,95,64000,60672,3328,1,0.561607837677002,0.561607837677002,0.0006661415100097656,0.5622797012329102,1766195172.5697505,1766195173.1320302,2,0.0,1766195173.1313584,[1766195173.1313598],[1]
P1_c2_r10,SUSTAINED_P1,95,64000,60672,3328,1,0.5616741180419922,0.5616741180419922,0.0007939338684082031,0.5624747276306152,1766195172.8649628,1766195173.4274375,2,0.0,1766195173.426637,[1766195173.4266398],[1]
P1_c2_r11,SUSTAINED_P1,95,64000,60672,3328,1,0.5380275249481201,0.5380275249481201,0.0006515979766845703,0.5386848449707031,1766195173.1834967,1766195173.7221816,2,0.0,1766195173.7215242,[1766195173.721526],[1]
P1_c2_r12,SUSTAINED_P1,95,64000,60672,3328,1,0.5345938205718994,0.5345938205718994,0.0006585121154785156,0.5352578163146973,1766195173.47851,1766195174.0137677,2,0.0,1766195174.0131037,[1766195174.0131052],[1]
P1_c2_r13,SUSTAINED_P1,95,64000,60672,3328,1,0.5287344455718994,0.5287344455718994,0.0006458759307861328,0.5293853282928467,1766195173.7732947,1766195174.30268,2,0.0,1766195174.3020291,[1766195174.3020306],[1]
P1_c2_r14,SUSTAINED_P1,95,64000,60672,3328,1,0.532203197479248,0.532203197479248,0.0006420612335205078,0.5328514575958252,1766195174.0652525,1766195174.598104,2,0.0,1766195174.5974557,[1766195174.597458],[1]
P1_c2_r15,SUSTAINED_P1,95,64000,60672,3328,1,0.5212249755859375,0.5212249755859375,0.0006868839263916016,0.5219178199768066,1766195174.366725,1766195174.8886428,2,0.0,1766195174.88795,[1766195174.8879519],[1]
P1_c2_r16,SUSTAINED_P1,95,64000,60672,3328,1,0.5302801132202148,0.5302801132202148,0.00064849853515625,0.5309333801269531,1766195174.6497657,1766195175.180699,2,0.0,1766195175.1800458,[1766195175.1800473],[1]
P1_c2_r17,SUSTAINED_P1,95,64000,60672,3328,1,0.534160852432251,0.534160852432251,0.0006508827209472656,0.5348174571990967,1766195174.9400797,1766195175.4748971,2,0.0,1766195175.4742405,[1766195175.4742422],[1]
P1_c2_r18,SUSTAINED_P1,95,64000,60672,3328,1,0.5358371734619141,0.5358371734619141,0.0006487369537353516,0.5364913940429688,1766195175.2315753,1766195175.7680666,2,0.0,1766195175.7674124,[1766195175.767414],[1]
P1_c2_r19,SUSTAINED_P1,95,64000,60672,3328,1,0.5340328216552734,0.5340328216552734,0.0006499290466308594,0.5346879959106445,1766195175.5263448,1766195176.0610328,2,0.0,1766195176.0603776,[1766195176.0603788],[1]
P1_c2_r20,SUSTAINED_P1,95,64000,60672,3328,1,0.5358414649963379,0.5358414649963379,0.0007603168487548828,0.5366072654724121,1766195175.8193858,1766195176.355993,2,0.0,1766195176.3552272,[1766195176.355229],[1]
P1_c2_r21,SUSTAINED_P1,95,64000,60672,3328,1,0.53324294090271,0.53324294090271,0.0006504058837890625,0.5338990688323975,1766195176.1130323,1766195176.6469314,2,0.0,1766195176.6462753,[1766195176.6462772],[1]
P1_c2_r22,SUSTAINED_P1,95,64000,60672,3328,1,0.5306370258331299,0.5306370258331299,0.0007181167602539062,0.5313620567321777,1766195176.407308,1766195176.9386702,2,0.0,1766195176.9379451,[1766195176.9379466],[1]
P1_c2_r23,SUSTAINED_P1,95,64000,60672,3328,1,0.5227558612823486,0.5227558612823486,0.0006783008575439453,0.5234427452087402,1766195176.7055957,1766195177.2290385,2,0.0,1766195177.2283516,[1766195177.2283561],[1]
