period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
57,1773277855.7873337,1773277885.7873337,35,14,0,12,0,0,12,35,10,25,0.4,0.0,30.366666666666667,0.0,0.0,0.0,0.0,0.0,78824,0,0,0.0,100.0,0,0.0,0,0,0,0.04015042781829834,0.09421944618225098,9,26
58,1773277885.7873337,1773277915.7873337,30,19,2,21,0,0,21,30,16,14,0.7,4487.533333333334,43.233333333333334,26.590331435203552,26.590331435203552,27.163944041728975,27.21493182897568,0.9985734664764622,79955,0,0,76.29952907562256,94.80955584519575,192,0.0,0,0,0,0.043631210923194885,0.08754158020019531,11,19
59,1773277915.7873337,1773277945.7873337,37,12,1,6,0,0,6,37,13,24,0.2,3393.733333333333,16.433333333333334,11.598031520843506,11.598031520843506,11.598031520843506,11.598031520843506,0.9949685534591195,80578,0,0,41.18507504463196,97.19829421465089,512,0.0,0,0,0,0.04318198135920933,0.09379696846008301,13,24
60,1773277945.7873337,1773277975.7873337,38,11,0,9,0,0,9,38,10,28,0.3,0.0,11.666666666666666,0.0,0.0,0.0,0.0,0.0,80443,0,0,0.0,100.0,0,0.0,0,0,0,0.05946025848388672,0.09745645523071289,11,27
61,1773277975.7873337,1773278005.7873337,37,12,2,12,0,0,12,37,11,26,0.4,5536.766666666666,25.066666666666666,29.23424255847931,29.23424255847931,31.89661556482315,32.133270943164824,1.0,80466,0,0,80.20073056221008,94.5441679889653,0,0.0,0,0,0,0.061741937290538444,0.08531951904296875,11,26
62,1773278005.7873337,1773278035.7873337,37,12,1,12,0,0,12,37,12,25,0.4,2240.5666666666666,22.633333333333333,28.48624038696289,28.48624038696289,28.48624038696289,28.48624038696289,0.9895238095238095,80593,0,0,35.78402137756348,97.56571283145826,704,0.0,0,0,0,0.05037768681844076,0.08870792388916016,14,23
63,1773278035.7873337,1773278065.7873337,37,12,1,11,0,0,11,37,11,26,0.36666666666666664,3000.366666666667,24.933333333333334,32.63755178451538,32.63755178451538,32.63755178451538,32.63755178451538,0.9964438122332859,81768,0,0,52.125553607940674,96.45404397224894,320,0.0,0,0,0,0.04943279425303141,0.12674784660339355,10,27
64,1773278065.7873337,1773278095.7873337,33,16,2,16,1,1,15,33,11,22,0.5333333333333333,4564.3,23.466666666666665,25.57016348838806,25.57016348838806,31.364816212654112,31.879896454811096,1.0,80673,0,0,57.26435375213623,96.10446573114719,0,0.0,0,0,0,0.03972326792203463,0.09259319305419922,9,24
65,1773278095.7873337,1773278125.7873337,32,17,1,12,0,0,12,32,11,21,0.4,3955.6,32.233333333333334,22.468427181243896,22.468427181243896,22.468427181243896,22.468427181243896,1.0,80759,0,0,46.23444962501526,96.85479934523705,0,0.0,0,0,0,0.036985245617953216,0.09838342666625977,9,23
66,1773278125.7873337,1773278155.7873337,36,13,2,13,0,0,13,36,17,19,0.43333333333333335,5177.9,40.7,26.83904778957367,26.83904778957367,28.85019246339798,29.02896087884903,0.9818631492168178,80273,0,0,92.86250114440918,93.68282305140073,2816,0.0,0,0,0,0.06264166037241618,0.09283733367919922,12,24
