request_id,phase_id,cache_hit_rate,context_size,cached_tokens,unique_tokens,output_tokens,ttft,ttlt,generation_time,total_time,launch_time,finish_time,concurrency_level,itl,prefill_complete_time,token_timestamps,tokens_per_chunk
P1_c2_r0,SUSTAINED_P1,95,32000,30208,1792,1,0.2397904396057129,0.2397904396057129,0.00046515464782714844,0.24026060104370117,1766198889.0274136,1766198889.2676742,2,0.0,1766198889.267204,[1766198889.2672057],[1]
P1_c2_r1,SUSTAINED_P1,95,32000,30208,1792,1,0.3329887390136719,0.3329887390136719,0.0005750656127929688,0.3335695266723633,1766198889.0563185,1766198889.389888,2,0.0,1766198889.3893073,[1766198889.3893087],[1]
P1_c2_r2,SUSTAINED_P1,95,32000,30208,1792,1,0.22186684608459473,0.22186684608459473,0.0004394054412841797,0.22230982780456543,1766198889.2881932,1766198889.510503,2,0.0,1766198889.51006,[1766198889.5100608],[1]
P1_c2_r3,SUSTAINED_P1,95,32000,30208,1792,1,0.2163529396057129,0.2163529396057129,0.0004417896270751953,0.2167987823486328,1766198889.4130538,1766198889.6298525,2,0.0,1766198889.6294067,[1766198889.629408],[1]
P1_c2_r4,SUSTAINED_P1,95,32000,30208,1792,1,0.2173624038696289,0.2173624038696289,0.0004191398620605469,0.21778535842895508,1766198889.5305812,1766198889.7483666,2,0.0,1766198889.7479436,[1766198889.7479444],[1]
P1_c2_r5,SUSTAINED_P1,95,32000,30208,1792,1,0.22084784507751465,0.22084784507751465,0.0006570816040039062,0.22150969505310059,1766198889.649445,1766198889.8709548,2,0.0,1766198889.870293,[1766198889.8702936],[1]
P1_c2_r6,SUSTAINED_P1,95,32000,30208,1792,1,0.224928617477417,0.224928617477417,0.00048828125,0.22542047500610352,1766198889.7679138,1766198889.9933343,2,0.0,1766198889.9928424,[1766198889.9928432],[1]
P1_c2_r7,SUSTAINED_P1,95,32000,30208,1792,1,0.21919965744018555,0.21919965744018555,0.000438690185546875,0.21964240074157715,1766198889.8946507,1766198890.114293,2,0.0,1766198890.1138504,[1766198890.1138513],[1]
P1_c2_r8,SUSTAINED_P1,95,32000,30208,1792,1,0.21983027458190918,0.21983027458190918,0.00043392181396484375,0.22026801109313965,1766198890.0134323,1766198890.2337003,2,0.0,1766198890.2332625,[1766198890.2332637],[1]
P1_c2_r9,SUSTAINED_P1,95,32000,30208,1792,1,0.21651935577392578,0.21651935577392578,0.0005738735198974609,0.21709704399108887,1766198890.1339607,1766198890.3510578,2,0.0,1766198890.35048,[1766198890.350481],[1]
P1_c2_r10,SUSTAINED_P1,95,32000,30208,1792,1,0.22872400283813477,0.22872400283813477,0.00048804283142089844,0.2292158603668213,1766198890.2530055,1766198890.4822214,2,0.0,1766198890.4817295,[1766198890.4817302],[1]
P1_c2_r11,SUSTAINED_P1,95,32000,30208,1792,1,0.2281508445739746,0.2281508445739746,0.00045752525329589844,0.22861218452453613,1766198890.374291,1766198890.6029031,2,0.0,1766198890.6024418,[1766198890.6024427],[1]
P1_c2_r12,SUSTAINED_P1,95,32000,30208,1792,1,0.21532464027404785,0.21532464027404785,0.0004138946533203125,0.2157421112060547,1766198890.5021408,1766198890.7178829,2,0.0,1766198890.7174654,[1766198890.717466],[1]
P1_c2_r13,SUSTAINED_P1,95,32000,30208,1792,1,0.21493887901306152,0.21493887901306152,0.0006692409515380859,0.21561241149902344,1766198890.6224155,1766198890.838028,2,0.0,1766198890.8373544,[1766198890.8373554],[1]
P1_c2_r14,SUSTAINED_P1,95,32000,30208,1792,1,0.22368955612182617,0.22368955612182617,0.0004999637603759766,0.22419309616088867,1766198890.7372184,1766198890.9614115,2,0.0,1766198890.960908,[1766198890.9609087],[1]
P1_c2_r15,SUSTAINED_P1,95,32000,30208,1792,1,0.21760773658752441,0.21760773658752441,0.00042748451232910156,0.21804165840148926,1766198890.863813,1766198891.0818546,2,0.0,1766198891.0814207,[1766198891.0814242],[1]
