request_id,phase_id,cache_hit_rate,context_size,cached_tokens,unique_tokens,output_tokens,ttft,ttlt,generation_time,total_time,launch_time,finish_time,concurrency_level,itl,prefill_complete_time,token_timestamps,tokens_per_chunk
P1_c2_r0,SUSTAINED_P1,97,64000,61952,2048,1,0.49320101737976074,0.49320101737976074,0.0005762577056884766,0.49378180503845215,1766199498.558499,1766199499.052281,2,0.0,1766199499.0517,[1766199499.0517013],[1]
P1_c2_r1,SUSTAINED_P1,97,64000,61952,2048,1,0.6687188148498535,0.6687188148498535,0.0005381107330322266,0.6692612171173096,1766199498.599879,1766199499.2691402,2,0.0,1766199499.2685978,[1766199499.2685986],[1]
P1_c2_r2,SUSTAINED_P1,97,64000,61952,2048,1,0.4185514450073242,0.4185514450073242,0.000553131103515625,0.41910886764526367,1766199499.0893931,1766199499.508502,2,0.0,1766199499.5079446,[1766199499.5079458],[1]
P1_c2_r3,SUSTAINED_P1,97,64000,61952,2048,1,0.44005656242370605,0.44005656242370605,0.0005369186401367188,0.4405975341796875,1766199499.3052204,1766199499.745818,2,0.0,1766199499.745277,[1766199499.745278],[1]
P1_c2_r4,SUSTAINED_P1,97,64000,61952,2048,1,0.4375264644622803,0.4375264644622803,0.0005633831024169922,0.4380946159362793,1766199499.5460145,1766199499.9841092,2,0.0,1766199499.983541,[1766199499.9835424],[1]
P1_c2_r5,SUSTAINED_P1,97,64000,61952,2048,1,0.4168107509613037,0.4168107509613037,0.0005354881286621094,0.41735124588012695,1766199499.7821844,1766199500.1995356,2,0.0,1766199500.198995,[1766199500.1989965],[1]
P1_c2_r6,SUSTAINED_P1,97,64000,61952,2048,1,0.3894355297088623,0.3894355297088623,0.0005843639373779297,0.39002490043640137,1766199500.0214217,1766199500.4114466,2,0.0,1766199500.4108572,[1766199500.4108593],[1]
P1_c2_r7,SUSTAINED_P1,97,64000,61952,2048,1,0.43262171745300293,0.43262171745300293,0.0005593299865722656,0.43318700790405273,1766199500.235158,1766199500.668345,2,0.0,1766199500.6677797,[1766199500.667781],[1]
P1_c2_r8,SUSTAINED_P1,97,64000,61952,2048,1,0.4307539463043213,0.4307539463043213,0.0006020069122314453,0.43136000633239746,1766199500.4478273,1766199500.8791873,2,0.0,1766199500.8785813,[1766199500.8785827],[1]
P1_c2_r9,SUSTAINED_P1,97,64000,61952,2048,1,0.45462656021118164,0.45462656021118164,0.0005471706390380859,0.45517826080322266,1766199500.705137,1766199501.1603153,2,0.0,1766199501.1597636,[1766199501.1597643],[1]
P1_c2_r10,SUSTAINED_P1,97,64000,61952,2048,1,0.4551732540130615,0.4551732540130615,0.000583648681640625,0.4557614326477051,1766199500.9164405,1766199501.372202,2,0.0,1766199501.3716137,[1766199501.3716152],[1]
P1_c2_r11,SUSTAINED_P1,97,64000,61952,2048,1,0.43711042404174805,0.43711042404174805,0.0005314350128173828,0.43764615058898926,1766199501.196949,1766199501.6345952,2,0.0,1766199501.6340594,[1766199501.6340606],[1]
P1_c2_r12,SUSTAINED_P1,97,64000,61952,2048,1,0.4615364074707031,0.4615364074707031,0.0005803108215332031,0.46212124824523926,1766199501.4093843,1766199501.8715055,2,0.0,1766199501.8709207,[1766199501.8709216],[1]
P1_c2_r13,SUSTAINED_P1,97,64000,61952,2048,1,0.41280174255371094,0.41280174255371094,0.0005156993865966797,0.41332173347473145,1766199501.6706035,1766199502.0839252,2,0.0,1766199502.0834053,[1766199502.083406],[1]
P1_c2_r14,SUSTAINED_P1,97,64000,61952,2048,1,0.3970973491668701,0.3970973491668701,0.0005402565002441406,0.3976421356201172,1766199501.9089482,1766199502.3065903,2,0.0,1766199502.3060455,[1766199502.306047],[1]
P1_c2_r15,SUSTAINED_P1,97,64000,61952,2048,1,0.41398000717163086,0.41398000717163086,0.0005545616149902344,0.4145383834838867,1766199502.119377,1766199502.5339153,2,0.0,1766199502.533357,[1766199502.5333576],[1]
P1_c2_r16,SUSTAINED_P1,97,64000,61952,2048,1,0.40092921257019043,0.40092921257019043,0.0005364418029785156,0.4014706611633301,1766199502.3496962,1766199502.7511668,2,0.0,1766199502.7506254,[1766199502.7506273],[1]
P1_c2_r17,SUSTAINED_P1,97,64000,61952,2048,1,0.3924071788787842,0.3924071788787842,0.0005850791931152344,0.39299631118774414,1766199502.5694087,1766199502.962405,2,0.0,1766199502.9618158,[1766199502.961817],[1]
P1_c2_r18,SUSTAINED_P1,97,64000,61952,2048,1,0.39469027519226074,0.39469027519226074,0.0005295276641845703,0.39522480964660645,1766199502.7868445,1766199503.1820693,2,0.0,1766199503.1815348,[1766199503.1815362],[1]
P1_c2_r19,SUSTAINED_P1,97,64000,61952,2048,1,0.434281587600708,0.434281587600708,0.0005645751953125,0.43485045433044434,1766199502.9994326,1766199503.434283,2,0.0,1766199503.4337142,[1766199503.4337149],[1]
P1_c2_r20,SUSTAINED_P1,97,64000,61952,2048,1,0.43200111389160156,0.43200111389160156,0.0005323886871337891,0.4325375556945801,1766199503.217901,1766199503.6504385,2,0.0,1766199503.649902,[1766199503.6499028],[1]
P1_c2_r21,SUSTAINED_P1,97,64000,61952,2048,1,0.41462087631225586,0.41462087631225586,0.0005986690521240234,0.4152243137359619,1766199503.471569,1766199503.8867934,2,0.0,1766199503.88619,[1766199503.8861914],[1]
P1_c2_r22,SUSTAINED_P1,97,64000,61952,2048,1,0.42038869857788086,0.42038869857788086,0.0005371570587158203,0.4209303855895996,1766199503.6867917,1766199504.107722,2,0.0,1766199504.1071804,[1766199504.1071815],[1]
P1_c2_r23,SUSTAINED_P1,97,64000,61952,2048,1,0.39989447593688965,0.39989447593688965,0.0007443428039550781,0.40064358711242676,1766199503.9231927,1766199504.3238363,2,0.0,1766199504.3230872,[1766199504.3230886],[1]
P1_c2_r24,SUSTAINED_P1,97,64000,61952,2048,1,0.41997289657592773,0.41997289657592773,0.0005638599395751953,0.42054176330566406,1766199504.143943,1766199504.5644848,2,0.0,1766199504.563916,[1766199504.5639174],[1]
P1_c2_r25,SUSTAINED_P1,97,64000,61952,2048,1,0.4361841678619385,0.4361841678619385,0.0005664825439453125,0.4367549419403076,1766199504.364296,1766199504.801051,2,0.0,1766199504.8004801,[1766199504.8004813],[1]
