period_number,context_size,cache_hit_rate,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
1,64000,97,1766199498.5207357,1766199528.8589578,30.337079763412476,2,129,127,8128000,127,267922.953144707,4.1862961428860475,0.42985559823944813,0.4199249744415283,0.45962746143341054,0.6967884349822996,0.42985559823944813,0.4199249744415283,0.45962746143341054,0.6967884349822996,0,0,0,0,1769.988429235216,0.42985559823944813,RAMP_UP,22
2,64000,97,1766199528.858968,1766199562.751793,33.89160370826721,22,162,142,9088000,142,268149.01054042345,4.189828289694117,4.175197868280008,4.59837806224823,4.76457291841507,4.885655746459961,4.175197868280008,4.59837806224823,4.76457291841507,4.885655746459961,0,0,0,0,682.9875777339656,4.175197868280008,RAMP_UP,26
3,64000,97,1766199562.751805,1766199597.452117,34.69914793968201,26,165,139,8896000,139,256375.171386457,4.005862052913391,4.884676893838018,5.406093120574951,5.565768790245056,5.631240916252136,4.884676893838018,5.406093120574951,5.565768790245056,5.631240916252136,0,0,0,0,672.9403416942686,4.884676893838018,RAMP_UP,28
4,64000,97,1766199597.4521265,1766199633.4308054,35.9774694442749,28,167,139,8896000,139,247265.8621468337,3.8635290960442767,5.249951583876027,5.519218444824219,6.2452991008758545,6.82219624042511,5.249951583876027,5.519218444824219,6.2452991008758545,6.82219624042511,0,0,0,0,623.4904300296577,5.249951583876027,RAMP_DOWN,26
5,64000,97,1766199633.4308155,1766199668.3841875,34.95221757888794,26,165,139,8896000,139,254518.90083716516,3.9768578255807054,4.927343831645499,5.422400236129761,6.060511136054993,6.175760116577148,4.927343831645499,5.422400236129761,6.060511136054993,6.175760116577148,0,0,0,0,696.4228456287066,4.927343831645499,RAMP_UP,28
6,64000,97,1766199668.3841975,1766199683.9784102,15.593043088912964,28,74,46,2944000,46,188802.14613741793,2.9500335333971552,4.075379889944325,4.53984522819519,6.055081367492676,6.248656451702118,4.075379889944325,4.53984522819519,6.055081367492676,6.248656451702118,0,0,0,0,861.7427584338462,4.075379889944325,PLATEAU_RAMP_DOWN,24
