period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
1,1773254268.9225328,1773254298.9225328,21,19,0,0,0,0,0,21,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,100.0,0,0.0,0,0,0,0.8622160298483712,5.01530909538269,11,10
2,1773254298.9225328,1773254328.9225328,28,12,0,5,0,0,5,28,12,16,0.16666666666666666,0.0,12.033333333333333,0.0,0.0,0.0,0.0,0.0,5305,0,0,0.0,100.0,0,0.0,0,0,0,0.04839315017064413,0.09686422348022461,12,16
3,1773254328.9225328,1773254358.9225328,30,10,0,7,0,0,7,30,9,21,0.23333333333333334,0.0,9.933333333333334,0.0,0.0,0.0,0.0,0.0,14128,0,0,0.0,100.0,0,0.0,0,0,0,0.05539223882887098,0.09770941734313965,13,17
4,1773254358.9225328,1773254388.9225328,29,11,2,7,0,0,7,29,6,23,0.23333333333333334,4264.733333333334,12.066666666666666,38.266080141067505,38.266080141067505,38.84594991207123,38.897493891716,0.9974974974974975,18499,0,0,105.3038718700409,91.22467734416327,1280,0.0,0,0,0,0.05049570401509603,0.08777093887329102,9,20
5,1773254388.9225328,1773254418.9225328,15,25,11,23,5,5,18,15,4,11,0.7666666666666667,27682.666666666668,80.5,24.12186906554482,27.719215154647827,38.04455232620239,38.67072610855102,0.9501927525057826,27536,0,0,393.88471698760986,67.17627358436584,165376,0.0,0,0,0,0.03291241327921549,0.08454465866088867,0,15
6,1773254418.9225328,1773254448.9225328,20,20,15,36,24,24,12,20,17,3,1.2,56576.53333333333,175.13333333333333,0.5249332090218862,0.4038519859313965,1.061536717414856,1.2366282320022581,0.9212283547742106,39891,0,0,77.6179473400116,93.5318377216657,534528,82.50222636593712,0,0,0,0.04696957076468119,0.09886050224304199,6,14
7,1773254448.9225328,1773254478.9225328,35,7,1,4,0,0,4,35,19,16,0.13333333333333333,4746.033333333334,7.9,6.882187843322754,6.882187843322754,6.882187843322754,6.882187843322754,0.9991007194244604,40793,2,0,14.069767951965332,98.88335174984402,512,0.0,0,0,0,0.04465935104771664,0.09068131446838379,15,20
8,1773254478.9225328,1773254508.9225328,32,10,1,8,0,0,8,32,5,27,0.26666666666666666,4752.333333333333,12.1,45.17991352081299,45.17991352081299,45.17991352081299,45.17991352081299,0.9977548271216884,41237,0,0,46.04013538360596,96.34602100130112,1280,0.0,0,0,0,0.026692008972167967,0.07607769966125488,10,22
9,1773254508.9225328,1773254538.9225328,32,10,0,9,0,0,9,32,9,23,0.3,0.0,15.8,0.0,0.0,0.0,0.0,0.0,50330,0,0,0.0,100.0,0,0.0,0,0,0,0.03864068455166287,0.09863519668579102,9,23
10,1773254538.9225328,1773254568.9225328,33,9,3,13,0,0,13,33,14,19,0.43333333333333335,10297.0,43.6,24.42198419570923,25.54000687599182,29.23670608997345,29.565301575660705,0.8665284974093265,52884,0,0,103.02461433410645,91.82344330681696,164864,0.0,0,0,0,0.06323696885790143,0.09425044059753418,12,21
