period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
11,100000,96,1601536,1773206180.9246855,1773206215.4363754,34.510310888290405,13,85,72,7200000,72,208633.29870618499,2.0863329870618497,4.845556133323246,4.9844523668289185,6.530160689353943,6.632448832988739,4.845556325382656,4.984452486038208,6.530160796642304,6.6324490714073185,0,0,0,0,1888.4411663964977,4.845556133323246,RAMP_UP,15
12,100000,96,1601536,1773206215.4363902,1773206250.6248229,35.18704700469971,15,83,68,6800000,68,193252.9319408863,1.932529319408863,5.625986867091235,5.882322907447815,7.67104251384735,7.922324869632721,5.625987056423636,5.8823230266571045,7.671042668819426,7.9223251080513,0,0,0,0,1832.3497095069306,5.625986867091235,RAMP_DOWN,13
13,100000,96,1901824,1773206250.6248405,1773206284.9899921,34.36379861831665,13,85,72,7200000,72,209522.82022052835,2.0952282022052833,4.866704417599572,5.023980498313904,5.973440885543823,6.5556406092643735,4.866704616281721,5.023980736732483,5.973441016674042,6.555640778541565,0,0,0,0,1964.6647626510482,4.866704417599572,RAMP_UP,15
14,100000,96,1901824,1773206284.9900079,1773206320.4059155,35.41451025009155,15,86,71,7100000,71,200482.79504251073,2.004827950425107,5.584347157411172,5.708785057067871,7.265650987625122,7.5144075632095335,5.584347348817637,5.70878529548645,7.265651226043701,7.514407730102539,0,0,0,0,1890.7498335863618,5.584347157411172,RAMP_DOWN,13
15,100000,96,2202112,1773206320.4059315,1773206355.2215698,34.81417727470398,13,83,70,7000000,70,201067.51180032073,2.010675118003207,4.9054786375590735,5.071555733680725,5.817599654197693,6.677673285007478,4.905478835105896,5.071555852890015,5.81760002374649,6.677673523426057,0,0,0,0,1989.9610232219916,4.9054786375590735,RAMP_UP,15
16,100000,96,2202112,1773206355.2215893,1773206389.8421128,34.61914134025574,15,85,70,7000000,70,202200.27790984747,2.0220027790984747,5.487692151750837,5.820282578468323,7.279923117160797,7.334649064540863,5.487692294801985,5.820282697677612,7.279923224449157,7.334649138450622,0,0,0,0,1904.7408845249292,5.487692151750837,RAMP_DOWN,13
17,100000,96,2202112,1773206389.8421304,1773206424.4076836,34.56433892250061,13,85,72,7200000,72,208307.1808821132,2.0830718088211317,4.66868731379509,4.857211112976074,5.627082204818725,5.646274530887604,4.668687489297655,4.857211351394653,5.627082443237304,5.646274938583375,0,0,0,0,1976.9008628184831,4.66868731379509,RAMP_UP,15
18,100000,96,2402304,1773206424.4077003,1773206459.649767,35.24076581001282,15,87,72,7200000,72,204308.84047231157,2.0430884047231155,5.253440154923333,5.694811701774597,6.510964965820312,6.587781054973602,5.253440337048636,5.694811820983887,6.510965180397034,6.587781293392181,0,0,0,0,1950.580745151469,5.253440154923333,RAMP_DOWN,13
19,100000,96,2402304,1773206459.6497808,1773206494.7564864,35.105406284332275,13,87,74,7400000,74,210793.74327887094,2.1079374327887095,4.734484711208859,4.8390421867370605,6.17867200374603,6.765807218551635,4.734484907743093,4.83904242515564,6.178672242164609,6.765807456970214,0,0,0,0,1946.8984403240681,4.734484711208859,RAMP_UP,15
20,100000,96,2602496,1773206494.7565012,1773206529.3268135,34.566861391067505,15,85,70,7000000,70,202506.09162360587,2.0250609162360584,5.46178149155208,5.7125842571258545,7.155598139762878,7.305292165279389,5.461781668663025,5.712584376335144,7.155598378181457,7.305292494297029,0,0,0,0,1860.6231785861444,5.46178149155208,RAMP_DOWN,13
21,100000,96,2602496,1773206529.3268392,1773206564.0663362,34.73824715614319,13,78,65,6500000,65,187113.6436672662,1.871136436672662,5.210995366023137,5.1743810176849365,6.687615394592285,6.990898962020874,5.210995534750132,5.174381256103516,6.687615633010864,6.990899200439453,0,0,0,0,1954.754835576488,5.210995366023137,RAMP_DOWN,11
22,100000,96,2602496,1773206564.0663488,1773206599.2829633,35.2154278755188,11,81,70,7000000,70,198776.51422393444,1.9877651422393445,4.235173899786813,4.3060462474823,5.882191026210785,6.024478442668915,4.235174070085798,4.306046366691589,5.882191157341003,6.024478681087494,0,0,0,0,1918.6060842989089,4.235173899786813,RAMP_UP,15
23,100000,96,2802688,1773206599.2829776,1773206634.1588666,34.87476944923401,15,83,68,6800000,68,194983.36784415232,1.949833678441523,5.432075728388393,5.804177165031433,7.003962206840515,7.288871581554412,5.432075931745417,5.804177403450012,7.003962361812592,7.288871819972991,0,0,0,0,1833.4129390544938,5.432075728388393,RAMP_DOWN,13
24,100000,96,2802688,1773206634.1588836,1773206668.1427002,33.982452154159546,13,83,70,7000000,70,205988.66639302194,2.0598866639302194,4.860777272496905,5.1381343603134155,6.090652775764465,6.638176491260529,4.86077743598393,5.138134479522705,6.090652883052826,6.638176565170288,0,0,0,0,1955.6111254576726,4.860777272496905,RAMP_UP,15
25,100000,96,3002880,1773206668.1427138,1773206702.7356336,34.59178948402405,15,84,70,7000000,70,202360.15841946818,2.0236015841946817,5.708626975331987,5.942245960235596,6.990839779376983,7.216818571090699,5.708627152442932,5.942246079444885,6.990840017795562,7.216819047927857,0,0,0,0,1901.2079594735903,5.708626975331987,RAMP_DOWN,13
26,100000,96,3002880,1773206702.7356472,1773206737.6613543,34.92462182044983,13,79,66,6600000,66,188978.42427417278,1.8897842427417277,5.258143923499367,5.192594289779663,7.110478222370148,7.8044926643371575,5.258144104119503,5.192594528198242,7.110478341579437,7.804492819309234,0,0,0,0,1977.0203214091844,5.258143923499367,RAMP_DOWN,11
27,100000,96,3002880,1773206737.6613705,1773206771.889542,34.22690415382385,11,83,72,7200000,72,210360.8309896065,2.103608309896065,4.151983612113529,4.328139781951904,5.123466908931732,5.331611959934238,4.151983784304725,4.328140020370483,5.123467147350311,5.3316121983528175,0,0,0,0,1796.453147440162,4.151983612113529,RAMP_UP,15
28,100000,96,3203072,1773206771.889555,1773206807.7375488,35.84685802459717,15,83,68,6800000,68,189695.84434245309,1.896958443424531,5.632718724362991,5.8750879764556885,7.351094281673431,7.5547016429901115,5.632718871621525,5.875088095664978,7.35109452009201,7.55470180273056,0,0,0,0,1756.8340384696446,5.632718724362991,RAMP_DOWN,13
29,100000,96,3203072,1773206807.737563,1773206842.0041542,34.26548743247986,13,85,72,7200000,72,210123.9626077872,2.101239626077872,4.755252497063743,4.828866124153137,6.912832450866699,7.542654798030854,4.755252669254939,4.828866362571716,6.9128326892852785,7.542655036449433,0,0,0,0,1911.485503199764,4.755252497063743,RAMP_UP,15
30,100000,96,3403264,1773206842.0041685,1773206877.654598,35.64914560317993,15,87,72,7200000,72,201968.37478645644,2.019683747864564,5.310326668951246,5.679120659828186,6.967501521110535,7.048524959087372,5.310326827896966,5.679120779037476,6.967501628398895,7.048524959087372,0,0,0,0,1930.5969684801692,5.310326668951246,RAMP_DOWN,13
31,100000,96,3403264,1773206877.6546113,1773206911.7290032,34.07332396507263,13,84,72,7200000,72,211308.9995968831,2.113089995968831,4.815164546171824,4.893087148666382,6.649535667896271,6.692546675205231,4.815164734919866,4.893087387084961,6.64953590631485,6.6925469136238105,0,0,0,0,1982.6387930866938,4.815164546171824,RAMP_UP,15
32,100000,96,3403264,1773206911.729016,1773206947.1086636,35.37843060493469,15,91,76,7600000,76,214820.15652045145,2.1482015652045146,5.069967633799503,5.495282173156738,6.529121100902557,6.555996000766754,5.069967822024696,5.495282411575317,6.529121160507202,6.555996239185333,0,0,0,0,1919.782407637604,5.069967633799503,RAMP_DOWN,13
33,100000,96,3603456,1773206947.108678,1773206981.7439451,34.634193658828735,13,84,71,7100000,71,204999.71992823086,2.0499971992823087,4.853238774017549,5.0222084522247314,6.007372856140137,6.043295001983642,4.853238968782022,5.0222086906433105,6.007372975349426,6.043295240402221,0,0,0,0,1889.4046921813538,4.853238774017549,RAMP_UP,15
34,100000,96,3603456,1773206981.7439587,1773207017.5659862,35.82095384597778,15,85,70,7000000,70,195416.3484897264,1.954163484897264,5.606817208017621,5.875736713409424,7.533259975910187,7.7837348818779,5.606817436218262,5.875736951828003,7.533260214328766,7.7837351202964795,0,0,0,0,1594.432264750691,5.606817208017621,RAMP_DOWN,13
35,100000,96,3803648,1773207017.5660043,1773207052.388693,34.82141399383545,13,83,70,7000000,70,201025.7251827635,2.010257251827635,4.87608277797699,5.157443404197693,6.182736599445343,6.579478614330293,4.876082965305874,5.1574437618255615,6.18273696899414,6.579478778839112,0,0,0,0,1846.043273643849,4.87608277797699,RAMP_UP,15
36,100000,96,3803648,1773207052.3887062,1773207088.4943871,36.104554653167725,15,87,72,7200000,72,199420.82291737365,1.9942082291737366,5.4279113743040295,5.81663453578949,6.858924305438995,7.451599628925323,5.427911536561118,5.816634654998779,6.858924436569214,7.451599867343902,0,0,0,0,1956.642945675413,5.4279113743040295,RAMP_DOWN,13
37,100000,96,4003840,1773207088.4943993,1773207123.433807,34.938241481781006,13,79,66,6600000,66,188904.75650990204,1.8890475650990204,5.065260128541426,5.033881068229675,7.222430109977722,7.882096171379089,5.06526031999877,5.033881306648254,7.222430169582367,7.8820964097976685,0,0,0,0,1982.341411109148,5.065260128541426,RAMP_DOWN,11
38,100000,96,4003840,1773207123.433821,1773207157.468545,34.03363609313965,11,85,74,7400000,74,217431.95407474137,2.1743195407474136,4.042380938658843,4.2122719287872314,5.043853664398194,5.070166141986847,4.042381128749332,4.2122721672058105,5.043854069709778,5.070166206359863,0,0,0,0,1765.7463430086707,4.042380938658843,RAMP_UP,15
39,100000,96,4003840,1773207157.468558,1773207194.560202,37.0905327796936,15,89,74,7400000,74,199511.82809785267,1.9951182809785268,5.405514472239727,5.764407396316528,6.725827848911285,6.970831062793729,5.405514652664597,5.764407634735107,6.725828003883362,6.970831365585324,0,0,0,0,1933.4104341634586,5.405514472239727,RAMP_DOWN,13
40,100000,96,4204032,1773207194.5602148,1773207229.7293105,35.16802716255188,13,89,76,7600000,76,216105.38358810017,2.1610538358810016,4.604297939099763,4.898284435272217,5.707511901855469,5.927331268787384,4.604298114776611,4.8982847929000854,5.707512140274048,5.927331864833832,0,0,0,0,1905.8292104551633,4.604297939099763,RAMP_UP,15
41,100000,96,4204032,1773207229.7293246,1773207266.3494718,36.61854338645935,15,89,74,7400000,74,202083.40681121525,2.020834068112152,5.3879674737517895,5.762481331825256,6.912932586669922,7.559268548488617,5.387967670286024,5.762481451034546,6.912932741641998,7.5592687225341795,0,0,0,0,1941.4873868940156,5.3879674737517895,RAMP_DOWN,13
42,100000,96,4404224,1773207266.3494906,1773207300.3221028,33.97155690193176,13,85,72,7200000,72,211942.00845091612,2.1194200845091613,4.8032909664842816,4.933454632759094,6.451424825191498,6.529860668182374,4.803291151920955,4.933454871177673,6.451425170898437,6.529860737323761,0,0,0,0,1968.3499377431617,4.8032909664842816,RAMP_UP,15
43,100000,96,4404224,1773207300.3221161,1773207336.9502618,36.62706160545349,15,89,74,7400000,74,202036.40902764082,2.020364090276408,5.347063286884411,5.520139813423157,7.319350302219391,8.129568235874176,5.347063457643664,5.520140171051025,7.319350457191467,8.12956853866577,0,0,0,0,1956.9828274963372,5.347063286884411,RAMP_DOWN,13
44,100000,96,4404224,1773207336.9502747,1773207371.8196318,34.86819887161255,13,84,72,7200000,72,206491.88180069084,2.0649188180069085,4.83507525589731,5.04234504699707,6.090456461906433,6.706355254650116,4.835075471136305,5.042345285415649,6.0904568314552305,6.706355323791504,0,0,0,0,1794.1619176874353,4.83507525589731,RAMP_UP,15
45,100000,96,4604416,1773207371.8196454,1773207406.430503,34.60974979400635,15,85,70,7000000,70,202255.14606904922,2.0225514606904924,5.306761111531939,5.510148763656616,6.916365265846252,7.492981026172638,5.306761254583086,5.510148882865906,6.9163655042648315,7.492981264591217,0,0,0,0,1972.5334325725596,5.306761111531939,RAMP_DOWN,13
46,100000,96,4604416,1773207406.430515,1773207440.6388235,34.20721697807312,13,82,69,6900000,69,201711.82018177366,2.0171182018177367,4.813789816870206,4.858124494552612,6.4059117317199705,6.630620813369747,4.813790013824684,4.858124732971191,6.40591197013855,6.630620975494381,0,0,0,0,1972.7611276352638,4.813789816870206,RAMP_UP,15
47,100000,96,4804608,1773207440.6388357,1773207477.0643456,36.42442584037781,15,91,76,7600000,76,208651.1955824743,2.0865119558247427,5.155145121248145,5.291179060935974,7.504287540912628,7.58703488111496,5.155145284376647,5.291179299354553,7.504287779331207,7.587035059928894,0,0,0,0,1987.222286754857,5.155145121248145,RAMP_DOWN,13
48,100000,96,4804608,1773207477.064358,1773207512.0500329,34.984612226486206,13,85,72,7200000,72,205804.76791876552,2.058047679187655,4.638478921519385,4.8971041440963745,6.436434650421144,6.828899042606354,4.638479090399212,4.897104382514954,6.436434888839723,6.828899281024933,0,0,0,0,1943.104718604488,4.638478921519385,RAMP_UP,15
49,100000,96,4804608,1773207512.0500455,1773207546.8249931,34.77386260032654,15,86,71,7100000,71,204176.34018986803,2.04176340189868,5.587495384081988,5.659278392791748,6.900007843971252,7.398264384269714,5.58749554526638,5.659278631210327,6.9000080823898315,7.398264622688293,0,0,0,0,1872.8128272706808,5.587495384081988,RAMP_DOWN,13
50,100000,96,5004800,1773207546.8250058,1773207580.4163787,33.58992147445679,13,83,70,7000000,70,208395.84294125545,2.0839584294125544,4.712121735300337,4.972439169883728,5.896269416809082,6.308126654624941,4.712121936253139,4.972439408302307,5.896269524097443,6.308126654624941,0,0,0,0,1892.6836321898454,4.712121735300337,RAMP_UP,15
51,100000,96,5004800,1773207580.4163945,1773207614.9044518,34.48686170578003,15,85,70,7000000,70,202975.84801190518,2.029758480119052,5.405355664661952,5.640406489372253,6.9252271890640245,7.249172003269195,5.405355841772897,5.640406608581543,6.925227427482604,7.249172003269195,0,0,0,0,1849.5120069109398,5.405355664661952,RAMP_DOWN,13
52,100000,96,5004800,1773207614.9044657,1773207633.9016888,18.996166944503784,13,47,34,3400000,34,178983.4765051763,1.7898347650517632,4.571539233712589,5.054243683815002,6.661582291126251,6.705732953548432,4.571539409020367,5.0542439222335815,6.661582446098327,6.705733113288879,0,0,0,0,1929.1887447518477,4.571539233712589,RAMP_UP,15
