request_id,phase_id,working_set_size,cache_hit_rate,context_size,cached_tokens,unique_tokens,output_tokens,ttft,ttlt,generation_time,total_time,launch_time,finish_time,concurrency_level,itl
P1_c1_r0,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.44731783866882324,0.44731783866882324,0.00034046173095703125,0.4476656913757324,1773178042.8776796,1773178043.3253453,1,0.0
P1_c1_r1,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.41408634185791016,0.41408658027648926,0.00034236907958984375,0.41443490982055664,1773178043.3647568,1773178043.7791917,1,0.0
P1_c1_r2,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.46579718589782715,0.46579718589782715,0.00035762786865234375,0.46616101264953613,1773178043.8210595,1773178044.2872205,1,0.0
P1_c1_r3,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.418041467666626,0.418041467666626,0.0003578662872314453,0.41840481758117676,1773178044.327013,1773178044.7454178,1,0.0
P1_c1_r4,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.40296053886413574,0.40296053886413574,0.0003590583801269531,0.40332508087158203,1773178044.7852814,1773178045.1886065,1,0.0
P1_c1_r5,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4305124282836914,0.4305126667022705,0.0003361701965332031,0.43085336685180664,1773178045.2278655,1773178045.6587188,1,0.0
P1_c1_r6,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4141194820404053,0.4141199588775635,0.00034499168395996094,0.41446948051452637,1773178045.6978493,1773178046.1123188,1,0.0
P1_c1_r7,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.41996073722839355,0.41996097564697266,0.0003509521484375,0.4203166961669922,1773178046.1520925,1773178046.5724092,1,0.0
P1_c1_r8,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4031376838684082,0.4031379222869873,0.0003542900085449219,0.40349721908569336,1773178046.6113625,1773178047.0148597,1,0.0
P1_c1_r9,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.39643216133117676,0.39643239974975586,0.00036597251892089844,0.3968031406402588,1773178047.0543332,1773178047.4511364,1,0.0
P1_c1_r10,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.3989684581756592,0.3989686965942383,0.0003657341003417969,0.3993403911590576,1773178047.4907074,1773178047.8900478,1,0.0
P1_c1_r11,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.42859745025634766,0.42859745025634766,0.0003695487976074219,0.42897677421569824,1773178047.9333377,1773178048.3623145,1,0.0
P1_c1_r12,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.3952195644378662,0.3952198028564453,0.0003502368927001953,0.39557433128356934,1773178048.402698,1773178048.7982724,1,0.0
P1_c1_r13,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.394761323928833,0.3947615623474121,0.0003566741943359375,0.3951225280761719,1773178048.8385208,1773178049.2336433,1,0.0
P1_c1_r14,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4382634162902832,0.4382638931274414,0.0003457069396972656,0.4386136531829834,1773178049.2736485,1773178049.7122622,1,0.0
P1_c1_r15,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4102139472961426,0.4102141857147217,0.0003387928009033203,0.41055774688720703,1773178049.751148,1773178050.1617057,1,0.0
P1_c1_r16,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.3966805934906006,0.3966810703277588,0.00033020973205566406,0.3970153331756592,1773178050.2015927,1773178050.598608,1,0.0
P1_c1_r17,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.406663179397583,0.406663179397583,0.00033473968505859375,0.40700268745422363,1773178050.6370661,1773178051.0440688,1,0.0
P1_c1_r18,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4507288932800293,0.4507291316986084,0.00034356117248535156,0.4510769844055176,1773178051.0837648,1773178051.5348418,1,0.0
P1_c1_r19,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4066915512084961,0.4066915512084961,0.00034618377685546875,0.4070422649383545,1773178051.5750134,1773178051.9820557,1,0.0
P1_c1_r20,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.48285841941833496,0.48285841941833496,0.00031113624572753906,0.48317384719848633,1773178052.020631,1773178052.503805,1,0.0
P1_c1_r21,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.41690683364868164,0.41690707206726074,0.000324249267578125,0.4172360897064209,1773178052.5427566,1773178052.9599926,1,0.0
P1_c1_r22,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.39136457443237305,0.39136505126953125,0.0003285408020019531,0.3916971683502197,1773178052.998674,1773178053.390371,1,0.0
P1_c1_r23,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.5545811653137207,0.5545811653137207,0.0003993511199951172,0.554987907409668,1773178053.4303873,1773178053.9853752,1,0.0
P1_c1_r24,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.5339043140411377,0.5339045524597168,0.0004203319549560547,0.5343296527862549,1773178054.0355983,1773178054.569928,1,0.0
P1_c1_r25,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.41506171226501465,0.41506195068359375,0.0003497600555419922,0.41541624069213867,1773178054.6104655,1773178055.0258818,1,0.0
P1_c1_r26,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4445633888244629,0.444563627243042,0.00035762786865234375,0.44492530822753906,1773178055.065856,1773178055.5107813,1,0.0
P1_c1_r27,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4059925079345703,0.4059927463531494,0.00036644935607910156,0.40636396408081055,1773178055.5511613,1773178055.9575253,1,0.0
P1_c1_r28,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4058995246887207,0.4058997631072998,0.00035881996154785156,0.4062633514404297,1773178055.9978378,1773178056.4041011,1,0.0
P1_c1_r29,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.45801281929016113,0.45801305770874023,0.0003552436828613281,0.4583730697631836,1773178056.4441004,1773178056.9024734,1,0.0
P1_c1_r30,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.41382575035095215,0.41382598876953125,0.0004165172576904297,0.4142477512359619,1773178056.9424145,1773178057.3566623,1,0.0
P1_c1_r31,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.4346883296966553,0.4346885681152344,0.0003495216369628906,0.435042142868042,1773178057.3959851,1773178057.8310273,1,0.0
P1_c1_r32,SUSTAINED_P1,5000000,96,64000,61440,2560,1,0.43480443954467773,0.43480491638183594,0.00036835670471191406,0.4351773262023926,1773178057.8698022,1773178058.3049796,1,0.0
