period_number,context_size,cache_hit_rate,working_set_size,start_time,end_time,duration,concurrency_level,num_requests_launched,num_requests_completed,total_input_tokens,total_output_tokens,input_tokens_per_sec,output_tokens_per_sec,avg_ttft,median_ttft,p95_ttft,p99_ttft,avg_ttlt,median_ttlt,p95_ttlt,p99_ttlt,avg_itl,median_itl,p95_itl,p99_itl,avg_output_tokens_per_request,measured_ttft,decision,next_concurrency
1,64000,96,640000,1773178042.8368125,1773178073.1143272,30.27586793899536,1,64,63,4032000,63,133175.3728125752,2.0808652001964876,0.4316197047157893,0.42441582679748535,0.515385890007019,0.5417615175247192,0.4316199052901495,0.42441630363464355,0.5153861045837402,0.5417616653442383,0,0,0,0,2769.374944494205,0.4316197047157893,RAMP_UP,21
2,64000,96,640000,1773178073.114353,1773178106.9495025,33.83366560935974,21,162,141,9024000,141,266716.592407995,4.167446756374922,3.999292128475,4.055844783782959,5.739954710006714,5.940637063980103,3.9992923161662217,4.055845022201538,5.739954948425293,5.940637302398682,0,0,0,0,1008.4513633785051,3.999292128475,RAMP_DOWN,17
3,64000,96,896000,1773178106.9495177,1773178139.9718966,33.020891189575195,17,151,134,8576000,134,259714.37144941356,4.058037053897087,3.4815472061954327,3.379738688468933,5.491807460784912,5.943940908908844,3.481547366327314,3.3797388076782227,5.491807615756988,5.943941226005554,0,0,0,0,1189.6944607922444,3.4815472061954327,RAMP_DOWN,13
4,64000,96,896000,1773178139.971913,1773178172.527503,32.55410671234131,13,139,126,8064000,126,247710.68274906545,3.8704794179541477,2.8092725182336475,2.538328528404236,5.11122190952301,5.7624194622039795,2.809272671502734,2.5383286476135254,5.111221969127655,5.762419521808624,0,0,0,0,1053.3477963128687,2.8092725182336475,RAMP_DOWN,11
5,64000,96,896000,1773178172.5275207,1773178204.9037592,32.37478041648865,11,149,138,8832000,138,272804.9391032106,4.262577173487665,2.1753841120263804,2.190010905265808,3.1674058914184586,4.249861469268798,2.1753842951594917,2.190010905265808,3.1674061298370377,4.249861707687377,0,0,0,0,1187.398340527736,2.1753841120263804,RAMP_DOWN,9
6,64000,96,1152000,1773178204.9037735,1773178236.0745006,31.168742656707764,9,140,131,8384000,131,268987.43052747735,4.202928601991834,1.8996176956264117,1.7718524932861328,3.3626437187194824,3.4749645709991452,1.8996178594254356,1.771852731704712,3.362643837928772,3.4749647378921504,0,0,0,0,1125.0892432151973,1.8996176956264117,RAMP_UP,11
7,64000,96,1152000,1773178236.0745254,1773178267.6255074,31.549468517303467,11,143,134,8576000,134,271827.08308688144,4.247298173232522,2.291545131313267,2.3032768964767456,3.4735151767730708,4.062535231113428,2.2915453056790938,2.3032771348953247,3.47351541519165,4.062535231113428,0,0,0,0,1131.7326542521598,2.291545131313267,RAMP_DOWN,9
8,64000,96,1152000,1773178267.6255221,1773178298.9554904,31.32852602005005,9,143,134,8576000,134,273744.12682267325,4.27725198160427,1.8478687058633834,1.7875540256500244,2.932852494716644,3.66062572479248,1.8478688784499666,1.787554144859314,2.932852494716644,3.660625963211059,0,0,0,0,1046.5418328522326,1.8478687058633834,RAMP_UP,11
9,64000,96,1408000,1773178298.9555044,1773178330.5331166,31.57609987258911,11,149,138,8832000,138,279705.22121596686,4.370394081499482,2.17210286596547,2.2181910276412964,3.111973237991333,3.701911120414733,2.172103040460227,2.218191146850586,3.1119734764099123,3.701911270618438,0,0,0,0,934.9028597939429,2.17210286596547,RAMP_DOWN,9
10,64000,96,1408000,1773178330.5331333,1773178361.6642542,31.12962245941162,9,146,137,8768000,137,281660.9809975101,4.400952828086095,1.791411854054806,1.6947736740112305,2.6161667346954296,3.4817911624908358,1.791412057667753,1.6947739124298096,2.6161667823791457,3.481791400909415,0,0,0,0,1180.9647174829972,1.791411854054806,RAMP_UP,11
11,64000,96,1664000,1773178361.664271,1773178393.7459922,32.08027410507202,11,145,134,8576000,134,267329.3866477313,4.177021666370801,2.2665113424187275,2.285847306251526,3.196015059947966,3.469298326969146,2.266511516784554,2.285847544670105,3.1960158348083483,3.469298326969146,0,0,0,0,975.096643894344,2.2665113424187275,RAMP_DOWN,9
12,64000,96,1664000,1773178393.7460096,1773178424.9867952,31.239332914352417,9,145,137,8768000,137,280671.80640632956,4.385496975098899,1.8265188018770984,1.8128509521484375,2.4700141906738278,2.64764784812927,1.8265189602427239,1.8128511905670166,2.470014429092407,2.647648086547849,0,0,0,0,1038.7521653723793,1.8265188018770984,RAMP_UP,11
13,64000,96,1664000,1773178424.9868126,1773178456.48568,31.497413396835327,11,140,129,8256000,129,262116.76165222868,4.095574400816073,2.3276350701502126,2.315764904022217,3.3673376083374023,4.045954999923706,2.327635260515435,2.315765142440796,3.3673378467559814,4.045955238342285,0,0,0,0,957.1650843447135,2.3276350701502126,RAMP_DOWN,9
14,64000,96,1920000,1773178456.4856982,1773178487.8221097,31.334965467453003,9,137,128,8192000,128,261433.19061605047,4.0848936033757886,1.9347723089158535,1.884916067123413,2.9243570685386655,3.0229769587516784,1.9347725249826908,1.8849163055419922,2.924357461929321,3.0229771971702575,0,0,0,0,1152.939927680559,1.9347723089158535,RAMP_UP,11
15,64000,96,1920000,1773178487.822126,1773178519.1349115,31.311355113983154,11,142,131,8384000,131,267762.28526295366,4.183785707233651,2.270954332278885,2.3303418159484863,3.0693823099136353,3.2214432954788204,2.270954505177855,2.3303420543670654,3.0693825483322144,3.2214435338973995,0,0,0,0,1023.7741304787083,2.270954332278885,RAMP_DOWN,9
16,64000,96,1920000,1773178519.13493,1773178550.3273833,31.191057682037354,9,136,127,8128000,127,260587.50821652455,4.071679815883196,1.9395319138924907,1.8680088520050049,2.9547214508056636,3.752503395080566,1.939532092237097,1.8680088520050049,2.954721522331237,3.7525035715103146,0,0,0,0,1186.0941250130168,1.9395319138924907,RAMP_UP,11
17,64000,96,2176000,1773178550.327398,1773178581.9877968,31.659034967422485,11,136,125,8000000,125,252692.47809455002,3.9483199702273444,2.4126734199523927,2.4303479194641113,3.7091113567352294,4.272006721496583,2.412673620223999,2.4303481578826904,3.709111785888672,4.272006959915162,0,0,0,0,1062.9214756249764,2.4126734199523927,RAMP_DOWN,9
18,64000,96,2176000,1773178581.9878116,1773178613.0654137,31.076382398605347,9,130,121,7744000,121,249192.45427831836,3.893632098098724,2.0386666187570115,1.933868408203125,2.8005714416503906,3.4459746837615968,2.03866677638913,1.933868408203125,2.8005716800689697,3.445974922180176,0,0,0,0,1185.9058898123965,2.0386666187570115,RAMP_DOWN,7
19,64000,96,2176000,1773178613.065425,1773178643.820135,30.753101348876953,7,128,121,7744000,121,251812.00140267468,3.934562521916792,1.5823540569336947,1.3917617797851562,2.5679235458374023,2.739626932144165,1.5823542145658132,1.3917622566223145,2.5679237842559814,2.73962721824646,0,0,0,0,1102.0644632403864,1.5823540569336947,RAMP_UP,11
20,64000,96,2432000,1773178643.8201513,1773178675.600887,31.77936816215515,11,138,127,8128000,127,255763.42356860725,3.9963034932594885,2.387706538823646,2.412139892578125,3.5194606065750094,3.764980115890503,2.387706715290941,2.412139892578125,3.5194606065750094,3.7649808835983274,0,0,0,0,1151.9636606778918,2.387706538823646,RAMP_DOWN,9
21,64000,96,2432000,1773178675.6009014,1773178706.8331554,31.23104763031006,9,125,116,7424000,116,237712.1666836091,3.714252604431392,2.131147101007659,1.9846628904342651,3.1900882720947266,3.7489178538322445,2.1311472736555954,1.9846630096435547,3.1900885105133057,3.7489180922508236,0,0,0,0,1099.2742117507487,2.131147101007659,RAMP_DOWN,7
