context_size,iteration,prompt_type,prompt_tokens,completion_tokens,ttft,generation_time,total_time,output_tokens_per_sec
64000,0,unique,64014,256,5.162862539291382,2.574587106704712,7.737464427947998,99.4334195698128
64000,0,unique,64014,256,2.5525460243225098,4.776136159896851,7.3286895751953125,53.59981194621738
64000,0,cached_r1,64014,256,0.3035445213317871,2.65783953666687,2.9613986015319824,96.3188320695399
64000,0,cached_r1,64014,256,0.4393346309661865,2.5668270587921143,3.0061652660369873,99.73402731716071
64000,0,cached_r2,64014,256,0.2972447872161865,2.6807103157043457,2.977958917617798,95.49707721132003
64000,0,cached_r2,64014,256,0.4330127239227295,2.588770866394043,3.021787405014038,98.88862831517729
64000,0,cached_r3,64014,256,0.40108275413513184,2.580738067626953,2.9818241596221924,99.19642880898711
64000,0,cached_r3,64014,256,0.2970268726348877,2.666759729385376,2.9637906551361084,95.99664985904143
64000,1,unique,64014,256,2.545454740524292,4.633906841278076,7.179366827011108,55.24496041215035
64000,1,unique,64014,256,4.798535346984863,2.4448349475860596,7.2433741092681885,104.71054508312106
64000,1,cached_r1,64014,256,0.3210155963897705,2.531250238418579,2.8522701263427734,101.13579294314981
64000,1,cached_r1,64014,256,0.40988969802856445,2.4504966735839844,2.8603897094726562,104.46861763153757
64000,1,cached_r2,64014,256,0.4585726261138916,2.4344630241394043,2.893038749694824,105.15665978968704
64000,1,cached_r2,64014,256,0.2856109142303467,2.518446683883667,2.8040618896484375,101.64995814214555
64000,1,cached_r3,64014,256,0.28906965255737305,2.5391297340393066,2.828202962875366,100.82194563282485
64000,1,cached_r3,64014,256,0.39149022102355957,2.4471018314361572,2.8385956287384033,104.61354599606446
64000,2,unique,64014,256,2.5189266204833984,4.650460720062256,7.169398307800293,55.048309277316704
64000,2,unique,64014,256,4.790020227432251,2.443775177001953,7.233799934387207,104.75595398839563
64000,2,cached_r1,64014,256,0.3222317695617676,2.526162624359131,2.848398208618164,101.3394773287588
64000,2,cached_r1,64014,256,0.5002052783966064,2.4375321865081787,2.9377410411834717,105.02425420963402
64000,2,cached_r2,64014,256,0.3022136688232422,2.516202926635742,2.818420886993408,101.74060179728096
64000,2,cached_r2,64014,256,0.4462876319885254,2.4286410808563232,2.874932289123535,105.4087415460073
64000,2,cached_r3,64014,256,0.2798957824707031,2.5194149017333984,2.799314498901367,101.61089379278809
64000,2,cached_r3,64014,256,0.4468557834625244,2.434931516647339,2.8817903995513916,105.1364271437444
128000,0,unique,128014,256,5.715980291366577,8.013633728027344,13.729625225067139,31.945557869041465
128000,0,unique,128014,256,10.703980684280396,3.1024820804595947,13.806467533111572,82.5145781219393
128000,0,cached_r1,128014,256,0.6331400871276855,3.305724620819092,3.938868761062622,77.44141734848088
128000,0,cached_r1,128014,256,0.8163940906524658,3.1342766284942627,3.950674057006836,81.67753850207693
128000,0,cached_r2,128014,256,0.6226787567138672,3.2724289894104004,3.8951117992401123,78.22935221158886
128000,0,cached_r2,128014,256,1.0040831565856934,3.0817601680755615,4.085848569869995,83.06941034930112
128000,0,cached_r3,128014,256,0.5850844383239746,3.249922513961792,3.8350119590759277,78.77110881881465
128000,0,cached_r3,128014,256,1.0405187606811523,3.06229567527771,4.102818489074707,83.59741421010372
128000,1,unique,128014,256,5.643175840377808,7.845046043395996,13.488231658935547,32.632058318574465
128000,1,unique,128014,256,10.585592985153198,2.975538730621338,13.561136245727539,86.0348404695587
128000,1,cached_r1,128014,256,0.5865683555603027,3.105276107788086,3.691848039627075,82.44033416479378
128000,1,cached_r1,128014,256,0.9818358421325684,2.9331820011138916,3.915022611618042,87.2772299512211
128000,1,cached_r2,128014,256,0.5696766376495361,3.116079092025757,3.685760021209717,82.1545257484382
128000,1,cached_r2,128014,256,0.901472806930542,2.9525492191314697,3.8540267944335938,86.70473580633677
128000,1,cached_r3,128014,256,1.0534141063690186,2.937380075454712,3.990798234939575,87.15249420365552
128000,1,cached_r3,128014,256,0.5550096035003662,3.209791660308838,3.7648046016693115,79.75595524332826
128000,2,unique,128014,256,5.679001331329346,7.839757204055786,13.518766641616821,32.65407248422975
128000,2,unique,128014,256,10.617121696472168,2.979891538619995,13.597018241882324,85.90916705597785
128000,2,cached_r1,128014,256,0.8151812553405762,2.9956982135772705,3.810882568359375,85.4558709684916
128000,2,cached_r1,128014,256,0.628162145614624,3.161412000656128,3.7895781993865967,80.97647505192903
128000,2,cached_r2,128014,256,0.6112616062164307,3.1011924743652344,3.7124576568603516,82.54889114949216
128000,2,cached_r2,128014,256,1.0453989505767822,2.9266934394836426,3.9720962047576904,87.47072602355173
128000,2,cached_r3,128014,256,0.9513998031616211,2.9451346397399902,3.8965375423431396,86.92302095316118
128000,2,cached_r3,128014,256,0.570681095123291,3.1083531379699707,3.6790382862091064,82.3587245840383
